content,score,at
Apk nya bagus tapi kenapa ya kok saat aku mau pakek filter kamera depan filternya malah jadi ngeblur di muka? Tolong bantu jawab dong soalnya aku udah download berkali kali tapi masih tetep sama aja. Apa emang kameraku ya yg error? Aku bingung gatau mau diapain lagi. Tapi saat aku cek di kamera bawaan hp semuanya normal cuma di Instagram aja yang gitu,4,2023-10-03 20:23:18
"Instagram. Anda mengecewakan saya. 1 bug catatan musik tidak bisa digunakan walaupun sudah diupdate apknya, 2. Lagu dan liriknya tidak ada saat ingin membikin postingan 3. Akun sering hilang sendirinya 4. Kdng terkeluar sendri 5. Filter ig skrng menjadi buram dan tidak menyatu, pas sy coba di hp tmn sy baik"" aja tuh, udh saya cobain hpus data, download ulang msih saja filternya buram dan tidak menyatu, tolong diperbaiki tentang bug ini. Karna saya sebagai pengguna Ig sgt Tdk suka dengan bug ini.",1,2023-10-03 20:01:11
"Mohon di perbaiki lagi sistem ungahan storiesny/hilangkan, padahal sudah di aktifkan mode resolusi tinggi tetap saja unggahan storiesny menjadi blur!! Mengkecewa!!!",1,2023-10-03 19:00:00
Setelah di update makin burik ku kira hp ku doang ternyata temen² juga ngalamin hal yg sama filternya jadi ga nyatu ama muka lebih baik tidak usah di update daripada di update tapi malah ga bener kek gini lebih suka yg dulu filternya lebih nyatu daripada kek gini makin jelek bgt updateannya,1,2023-10-03 16:00:02
"Kecewa bngt kenapa Instagram sekarang banyak berubah efek"" ig bnyak yg tidak bisa di gunakan dengan benar ketika di gunaka akan muncul makeup yang aneh tidak seperti sebelumnya tolong pihak Instagram di perbaiki agar seperti semula",2,2023-10-03 12:37:19
Ini kenapa ya Saat saya mau pake filter untuk mengambil gambar filter untuk di muka nya menjadi buram itu bukan satu atau dua hampir tiap semua filter padahal kamera saya saat di kamera biasa/bwaan android cerah dan tidak ada kendala,3,2023-10-03 12:24:18
"Saya pengguna instagram lumayan udh lama dan suka"" aja, tpi sekarang kurang suka karena setiap bikin story musik yg dicari ngga ada, yg muncul mlh musik yg saya ngga tau. Terimakasih instagram, kali ini saya kecewa.",1,2023-10-03 07:58:21
"Bingung dan kecewa knpa filternya ada yang tidak jelas,kukira hp nya,tapi pas di coba di kamera biasa Engga ada masalah sudah di hapus aplikasinya trus di download lagi sama saja tidak ada yang berubah,tolong minta solusi nya kalo ada yang sama tapi sudah kembali ke semula🙏",3,2023-10-03 07:46:28
"kenapa story Instagram di hp saya tidak bisa memakai music lokal dan music yang ingin saya pakai tertulis dipencarian music tidak ditemukan, dan akun saya sudah saya ubah menjadi akun pribadi, tidak juga bisa menggunakan music tersebut, dan sudah berulang kali saya menghapus aplikasi tersebut dan juga hapus cache dari aplikasi ini tetap juga tidak bisa. mohon bantuannya dari pihak aplikasi agar ketidaknyamanan saya bisa di hilangkan dan akun Instagram saya kembali normal, secepatnya🙏",1,2023-10-03 07:32:13
Kecewa banget sama Instagram yang sekarang. Filternya pada blur semua jadi ga bisa buat foto kyk dulu! Tolong di perbaiki lagi yaaaa😭,1,2023-10-03 07:13:08
"Kecewa banget sama aplikasi Instagram ini,,setiap saya foto menggunakan aplikasi Instagram kenapa si fotonya ga langsung tersimpan ke galeri jadi harus nunggu waktu 1hari dulu baru muncul ada di galeri. Mohon kerja sama nya🙏",1,2023-10-03 03:39:44
"Hi Ig. Saya sudah update reels terbaru dan ingin share ke story, tetapi tidak bisa. Selalu ada muncul tulisan ""ada masalah. Harap coba lagi. "" Dan ini sudah mengganti device dan akun lain untuk share. Tolong perbaiki bug ini secepatnya, terimakasih.",1,2023-10-03 01:02:06
"Instagram reels banyak sekali konten sensitif seperti kecelakaan,video 18+,kekerasan,dll tolong blokir akun² seperti itu...jujur saja itu sangat mengganggu kenyamanan ketika menonton,niatnya mau cari hiburan malah liat konten² kek gitu!!!! Tolong tindak lanjuti seperti apk tiktok yang cukup tegas dalam penanganan hal tsb!!! 😡",1,2023-10-03 01:01:10
"aneh, sya sudah mengupdate Instagram saya berulangkali dan di akun saya tetap tidak ada fitur terbaru. tolong perbaiki kesalahan seperti ini @instagram permasalahan klasik yg sejak dulu ada namun sampai sekarang tidak ada perbaikan",2,2023-10-03 00:45:45
"kebanyakan dari permasalahannya soal music, saya pun sama, share music spotify ke ig story video album covernya ga ada, dulu sebelum di update ga ada masalah soal ini",1,2023-10-02 20:15:23
"Kenapa makin lama makin gajelas, mau buat story musiknya pada gada. Padahal bukan akun profesional atau bisnis, terus ngga bisa ngesave foto. Lama banget ke savenya",1,2023-10-02 18:19:44
Ini Instagram kenapa ya aku kan punya dua 2 akun Instagram. Akun satu nya bisa pakai vitur musik kalo di cari ada. Tapi kok di akun satunya gak ada musik malahan kalo di cari musik tidak tersedia. Jadi nya buat emosi,1,2023-10-02 18:15:39
"Instagram sekarang makin ga jelas🥲foto lama bgt kesimpen ke galerinya banyak bug ya,musik juga,tolong dong cepet di tangani,udah termasuk aplikasi bagus tapi pas akhir september jadi ga bagus lagi:)",1,2023-10-02 18:12:31
"kecewa sama Instagram kukira setelah di update bakal lebih bagus, ternyata malah tambah jelek, gabisa nyimpan foto ke galeri, musiknya pun ngga ada, gatau lagi sama Instagram sekarang",2,2023-10-02 17:20:49
"kecewa banget sama Instagram yang sekarang, setelah di update, bukannya makin bagus malah makin buruk, yang dipaling dirasakan tuh pas nambahin musik, musiknya ngk ada, ditemukan. kecewa banget dahhhhh",1,2023-10-02 17:04:33
"ternyata banyak juga yang komplain tentang musik. saya sudah mencoba berbagai cara loh, ganti jenis akun, uninstall berkali"", tetep aja deh.. saya kira hanya akun saya saja yang bermasalah, ternyata yang lain juga. gimana ya ini?? apa harus diam & menunggu saja?",1,2023-10-02 16:59:47
"Tolong dong fitur 2touch like nya itu di hapus, (kalo bisa di setting cara ngilangin nya gimana). Gua jadi salah paham ama temen gua, niat nya cuman scroll² doang eh ternyata malah kepencet like gara² 2touch.",4,2023-10-02 16:55:41
"kenapa lagi nih ig reels, perasaan dulu fyp nya banyak yang berasal dari luar negeri, kenapa sekarang fyp nya indonesia semua???? apa algoritma nya diganti???? mohon kembalikan algoritma ig reels seperti sedia kala.",1,2023-10-02 16:01:42
"ini kenapa ya kok setiap foto lewat ig, pas fotonya udah disimpan masuk ke galerinya lama banget? padahal kalo lewat ig nya sendiri fotonya udah ada, tp pas di album atau mau up di sw fotonya gaada?",3,2023-10-02 15:46:23
"Semakin Di Perbaharui Fitur nya semakin jelek,terkadang kalo mau menggunakan filter jadi ke blur sendiri,dan kalo ingin bikin Status nya lagu nya inggris semua nggak bisa pakai lagu yang di inginkan,tolong dong fiturnya di perbaiki lagi!.",1,2023-10-02 15:21:29
"Menurut sya dulu instagram lebih bagus karena ga ada ngeleg nya tapi kok habis di update jadi ngeleg terus, kuota sya banyak trs buat buka ig kok malah tidak dapat memuat ulang kabar beranda? Ayo balikin ig kaya dulu lagi sebelum turun jadi bintang 1 makasih maaf klo ad slh kata.",3,2023-10-02 15:13:34
"Kecewa sm Instagram skrg setelah diperbarui. Gak kyk Instagram yg dulu. Mau bikin story pakai lagu gak bs. Trus kalo mau ngesave dari Instagram ke hp lodingnya lama banget harus nunggu 24jam gitu. Tolong dong ini Instagram jgn gini, atau aku uninstall aja apk nya ini!!! KECEWA ‼️‼️‼️",1,2023-10-02 15:09:31
"Kenapa sya kasih bintang 1, karena sya ada foto/video di apk Ig dan saya simpan, itu tersimpan hanya di ig nya saja, pas saya buka di gelari saya malah gak ada, saya coba simpan lagi, tetap saja, tetap tidak ada di dalam geleri, tolong bagi pihak Ig ini harus di perhatikan, kalau mmng ini gak di perhatikan mnding foto pake apk tetangga aja, walaupun ngeleg² dikit, yg penting bisa tersimpan di geleri, dari pada foto²/video tapi gak kesimpan percuma saja, maaf sekali lagi, kalo saya sdkt tdk sopan",1,2023-10-02 14:19:28
Ini ko Instagram sekarang gabisa di simpen ke galeri kenapa? Padahal sudah di update terus. Aku pikir emang mungkin hpnya tapi ternyata ngga juga hasilnya ttp sama meskipun pake hp lain. Tolong jelasin ini kenapa ? Sumpah kecewa banget,1,2023-10-02 11:57:01
"erorr anjayyy, pas upload feed mkee audio trs teriba audio nya hilang trs klo mke akun di dua hp juga kadang keluar sendiri akun nya dr hp satunya, kek kesel aja udh nyari audio yg bagus"" pas di upload hilang audio nyaa😤",1,2023-10-02 11:30:02
"Untuk menyimpan foto/video sangat susah sekali,dan beberapa dari foto/videonya tidak tersimpan di galeri.. Sangat mengecewakan, tolong diperbaiki lagi performa nya.",2,2023-10-02 11:04:27
"Mohon maaf banget nih instagram, kenapa lagu yang kita cari tidak dapat ditemukan, setiap kita bikin story di ig kita mau nambahin lagu yang kita suka contohnya lagu BTS, itu gak ada.... Kenapa bisa begitu? Terus pada laporakan masalah malah gk bisa-bisa, tetap aja dihalaman itu gak ada perkembangan sama sekali... Sebagai pengguna instagram kecewa sama fitur ini. Mohon perbaikannya segera!!!!",1,2023-10-02 07:32:17
"Saya perbarui karena lemot , bukanya makin bagus lancar malah tetep bermasalah . Setiap di perbarui ada aja masalahnya . Tujuan pembaruan apa kalo Ujung-ujungnya malah jadi ga jelas gini .",1,2023-10-02 06:32:41
"Tolong diperbaiki bug nya, saya sering sekali mengalami foto dari instagram terhapus saat sudah di galeri, tidak ada masalah dengan cloud/google foto di ponsel saya.. namun tiba2 selalu hilang sendiri. Terima kasih",2,2023-10-02 01:32:53
"Sumpah ga asik banget ig yang sekarang, music yang dicari pasti gaada dan adanya lagi yang ga dikenal, lagunya old banget lagi cupi bet dah ga suka sumpah, balikin kek versi yang lama lah gua kira versi baru lebih bagus eh gataunya malah ngecewain banget.",1,2023-10-02 00:48:53
"Tolong diperbaiki fiturnyaa,mulai dari music dan filter,setelah di update bukan tambah bagus bagus fiturnya ini tambah mempersulit pengguna,TOLONG DIPERBAIKI SECEPATNYA,kalau memang tidak bisa atau blm matang untuk membuat ig versi terbaik jangan dilakukan",2,2023-10-02 00:20:14
Instagram kacau. Rekam dan foto pake Instagram di save udh ada tulisan save ok. PS d cek d album gada.. udh gt musiknya ga jls mlah musik tidak tersedia. Update story susah,3,2023-10-02 00:04:49
"Lemot sekali saat upload video. Serasa rended video ratusan MB. Pengaturan rumit gak simpel kayak dulu, pengaturan mode gelap aja hilang, mana sering bug hitam putih gak jelas",1,2023-10-01 23:02:30
"Ini Instagram kenapa sie? 😤 Diupgrade bukannya makin bener malah makin kacau.. musiknya pada hilang semua 😢 udah coba 2 kali laporkan masalah tapi ga ada solusinya sama sekali, malah makin parah setelah diupgrade 🤦‍♀️",1,2023-10-01 23:02:28
Kok setelah di update malah ga bisa bikin story' pakek lagu yg diinginkan yah Adanya lagi yg ga jelas dan musik yg ga dikenal Giliran mau nyari lagu lain malah hasilnya tidak ditemukan,2,2023-10-01 21:55:28
"Kecewa!filter Instagram buram,rusak,pecah tidak bisa di gunakan. Music sering tidak tersedia. Sering tidak bisa menyimpan foto ke galeri. Tolong perbaiki, terimakasih.",1,2023-10-01 21:28:32
"Kadang lagg bangett , pdhl jaringan bagus² ajaa gitu , buat nyari efek jg kadang gabisa jadi ngegangu dalam buka ig nya. Tingkat kan lagi ya😇",3,2023-10-01 21:05:18
"Awalnya berfungsi bagus aja sih, tpi kok pas udah di update malah gak bisa nyimpen foto atau video di galeri, gimana sih? Musik juga muter terus padahal page nya udah ditutup. Belom lagi kalo mau upload story kadang suka keluar sendiri. Tolong dong di perbaiki lagi. Saya udah pake ig dari 2018 yang selama itu baik-baik aja. Malah sekarang membingungkan.",3,2023-10-01 19:48:29
"Males nih, Instagram masa tiba tiba tontonan reels ku berubah drastis ga kaya biasanya, yang udah nyaman nyaman dengan tontonan video yang memang Kusuka tiba tiba baru baru ini kaya algoritma nya berubah jadi postingan reels yang muncul di berandaku bukan selera ku semua, udh ku coba klik tidak tertarik masih aja muncul terus",2,2023-10-01 18:33:22
Semenjak update terakhir fitur musik lagunya jadi banyak yang hilang dan gaada di pencarian. Padahal akun lain masih ada lagunya.,1,2023-10-01 18:16:33
"Aku termasuk pengguna aktif instagram. Sesuka itu sama instagram. Tapi jujur, akhir2 ini instagram tuh makin diupdate, makin downgrade. Waktu itu update ig, tiba2 story, foto2, ga kesave ke galeri. Padahal sebelumnya bisa. Setelannya udah diatur, eh kesave nya malah webp bukan jpg. Aneh banget. Kemaren aku update ig lagi, eh tiba2 gabisa ganti sampul sorotan ig, memuat terus, gabisa diback, ujung2nya harus direstart hp nya. Kesel banget, mohon solusinya dong instagram, ini mengecewakan banget",3,2023-10-01 17:30:48
"Makin sini makin buruk aja kualitas Instagram, banyak upgrade bukannya banyak kemajuan malah makin mundur, seringkali tiba-tiba aplikasinya berhenti berjalan dan hanya stak, mau nengok sorotan akun hanya gambar hitam yang terlihat seolah-olah lag padahal jaringan HP saya bagus, hadeuhh",1,2023-10-01 16:56:54
"Bingung,saat posting foto Di feed pakai lagu,setelah post lagunya malah hilang..tapi saat di akun lain ada lagunya di postingan itu,gimana nih ngebug yah???",2,2023-10-01 16:43:06
"Sangat² kecewa dengan fitur yang sekarang biasanya aku gunain gak kyk gini,masa bikin video udah tersimpan digalery tpi pas dibukak gak ada samasekali trs pagi² buka ada...emngnya harus nunggu 24 jam kah buat tersimpan?????????",2,2023-10-01 14:41:56
"Aplikasinya tidak bisa login, selalu force closed terus menerus, udah pake cara uninstall lalu install ulang tetep aja sama ga ngaruh masih force closed juga. Ini ig emang kualitas nya sudah menurun kah semenjak gabung dengan meta ?",1,2023-10-01 13:41:52
"Ga tau knp ya update terbaru makin aneh ig nya , setiap mau gabung ke live kadang suka eror banyak bug²nya, pass masuk di hp kita gampang org nya tidak ada, kalo suara ada nth bingung tolong di perbaiki lagi dong",2,2023-10-01 13:13:06
B2 aja dulu kalau bugnya udh di perbaiki baru B5 soalnya kalau gabung ke live org gambar nya gelap dan gak ada suaranya satu lagi sekarang kalau simpan fto atau vidio kok gak ada tersimpan di galeri keveqa banget Instagram sekarang gak kayak dulu lagi,2,2023-10-01 13:02:39
"Knpa ko sekarang banyak kendala, salah satunya kalo saya poto² di instagram, lama bgtt masuk galeri nyaa, kadang satu hari, kadang juga bisa nyampe dua hariuu. Mohon dong di perbaiki lagiii biar kita makin nyamannnn make apk instagram nya",1,2023-10-01 12:54:57
"Sangat sangat kecewa sama instagram yg skrng tidak bisa buat story pkai music ,yg kluar musik gk jelas, benar2 kecewa banget sma instagram yg skrg 😡😡😡😡😡😡😡tlong diperbaiki lagi, ato kembalikan lagi music2 lama yg bisa d buat story kecewa banget banget banget 👎🏻👎🏻👎🏻",1,2023-10-01 12:50:22
"Kenapa ya setiap save foto atau video, lama bgt tersave ke galerii. Gada muncul2 di galeri. Setelah lama hampir berjam2 baru muncul di galeri. Tolong di perbaiki dong",3,2023-10-01 12:03:04
"Bagusss bangett...suka sama apknya,ada minusnya jg sih,entah kenapa diaku kalo mau selfie tuh filternya harus nyari dan yg muncul sendiri tuh kyk filter' yg kyknya udh lama,kan bagusnya munculnya filter yg terbaru atau gmn+kalo ada notif org yg kita ikutin tuh lg siaran langsung,notif-nya tuh munculnya pas siarannya udh selesai jd kan kita kyk udh seneng'nya mau lihat livenya tp pas masuk apk ternyata live nya udh selesai,klo bs keluhan' pengguna sgra diatasi ya..udh sih itu aj.감사합니다. 기운을 차리세요!♡",4,2023-10-01 10:55:42
"Instagram bisa ga sih gausah sering² update terus pindah²in letak tombol ini itu, butuh waktu buat membiasakan diri sama letak barunya ini mau pencet apa tiba² teleport kemana tau karena udah terbiasa sama update sebelumnya, kesel banget. Nih kasih bonus 2 bintang karena emang hobi sering scroll instagram aja",2,2023-10-01 10:38:25
"instagram makin banyak ngebugnya, mulai dari nyimpen poto ke galery gk bisa, gk bisa liat penonton story siapa aja, untuk ulasan lain mengenai musik di ig juga, mohon di perbaiki karna makin banyak rating buruk dari para pengguna instagram",2,2023-10-01 09:55:00
ini kenapa banyak bug nya sekarang. filternya nge bug udah coba uninstall install lagi masih tetep juga. pdhal udah update an yang terbaru. sinyal juga oke. tolong diperbaiki bug2 nya. saya sekrang jd jarang pake ig gara2 banyak nge bug nya,1,2023-10-01 07:37:23
"Ig kenapa makin kesini makin gak bener, udah sebulan di Ig gak ada musik indo dan musik luar negeri yang terkenal, lagunya yang sekarang gak terkenal semua, dan kalau nyimpen foto gak langsung nyimpen ke galeri, sedangkan di galeri ig ada. Udah lapor ke Ig tapi tetep aja gak bisa. Mohon segera di tindak lanjuti dong masalahnya.",1,2023-10-01 02:48:11
Kok saya pakai filter enggak nempel sih sekarang enggak kaya dulu aku kira kamera nya ternyata semua orang gitu . Tolong di perbaiki lagi dan update lagi sekarang jelek . Aku kira kameranya kotor ternyata dari ig ini sya kasih bintang dua karna kasihan,2,2023-09-30 22:30:37
"Setelah 2 minggu musik2 yg asik di insta story tidak tersedia, hari ini sudah muncul kembali, welcome back... semoga kedepannya ig normal seperti dulu lagi. Kasih rate 4 aja dlu, siapa tau kumat lg kyk kemaren",4,2023-09-30 20:51:50
"Setelah update terbaru ini makin tambah tidak jelas aplikasinya, menu ""Batal sematkan dari profil"" sekarang hilang, jadi tidak bisa menghilangkan pin di profil",1,2023-09-30 20:13:25
"Akhir akhir ini Instagram makin banyak bug bug, sprti musiknya masih muter pdhl udah keluar dan udah hapus histori nya, tampilan kadang full putih, buka reels langsung macet nge hang gabisa di apa2in harus di hapus histori dlu mudah2an kedepannya bisa di evaluasi sama meta 🙏🙏",3,2023-09-30 19:43:17
"Pihak instagram, saya sudah pakai Insta dari 2016 dan saya SELALU suka. Tapi sekarang kenapa jadi gini? Tolong dong kalau update tuh sambil lihat performanya, kuat atau gak.. Berfungsi atau gak. Masa pas update sekarang, saya ga bisa loading postingannya? Jadi 2 bit gitu? Dan juga, update-an nya ada yang hilang/ga dapat. Saya ga ada fitur buat note dan musik di DM.. dan juga ga bisa buat semacam siaran gitu. Musik di postingan juga kenapa jadi hilang?? Haduh..... Berantakan sudah.",1,2023-09-30 19:43:16
Gimana sih setelah di perbarui tdk jadi enggak gak bisa nyimpan foto video di galeri. Mohon di perbaiki segera karena ini mengganggu pengguna juga...🔥🔥🔥 mau di update mulu tapi kinerja apk kek makin memburuk setelah di update menjengkelkan 😡,1,2023-09-30 19:39:41
"ga ada musik yg aku kenal sm sekali. adanya lagu lagu gajelas terus kalai postingan yg ada lagu nya tertulis ""musik tidak tersedia"" padahal jelas jelas ada.",1,2023-09-30 17:15:37
"Instagram sekarang ga kea dlu malah sekarang lebih parah!! Ini filter"" yang kesimpen kok malah jdi blur gajelas?? pdhl sebelumya juga ga kea gini malah biasa"" aja tolong diperbaiki dong sekiranya fitur-fitur yg dulu di up lagi biar makin betah main ig nya!!!",1,2023-09-30 16:18:44
"aplikasi bodoh, saya posting video editan saya sengaja pakai cc yg agak gelapan beberapa waktu kemudian setelah di posting malah berubah otomatis menjadi agak keputihan gambarnya, kan jadinya jelek video yg saya posting. emg bener2 buruk nih aplikasi. suruh zuck balikin aja ke pemilik Instagram sebelumnya. semua media sosial dipegangnya hancur",1,2023-09-30 15:57:20
"Tidak terupdate. Fitur-fitur dalam aplikasi tersebut kebanyakan untuk update sangat terlambat. Log in dengan ponsel lain sebagian terupdate, dengan ponsel lain bahkan tidak ada updatean sama sekali. Payah.",1,2023-09-30 15:18:37
"sehabis di update, aplikasi menjadi makin jelek dan tidak jelas, sering nge bug, musik lokal tidak bisa muncul dan yang keluar hanya musik yang tidak diketahui",1,2023-09-30 12:38:06
"Sistem pelanggaran yang sangat buruk, tidak akurat dan sering salah sasaran, orang yang tidak melakukan spam atau pelanggaran apapun bisa tiba-tiba di-ban dari berkomentar. Saya tidak pernah melakukan spam sama sekali tapi sudah 2 hari ini tidak bisa berkomentar, sudah melapor 2 kali tapi tidak ada tanggapan, aplikasi sebesar Instagram ternyata punya pengelolaan yang sangat tidak profesional!",1,2023-09-30 09:34:44
"Kenapa Instagram pas di-update jadi balik ke jaman baheula ya. Udah bagus fitur-fitur kemarin mulai dari ada lagu, efek foto yg bagus dll. Eh pas di update malah gag ada yg bagus sama sekali. Efek foto aja udh kayak pertama kali Instagram muncul cakepan juga foto kamera hp sendiri dibanding efek Instagram.",1,2023-09-30 09:00:09
"Tolong di perbaiki dalam menu postingan, saya mau memosting beberapa foto menjadi slide 1 2 3 pas mau di pakaikan musik atau lagu tapi tidak ada Tambahan musik itu tidak ada tolong di perbaiki atau kasih saya tutorial untuk mengatasi masalah ini🙏🙏",3,2023-09-30 02:31:21
"Audio reels suka hilang secara tiba-tiba, tolong diperbaiki agar audio reels yang hilang bisa digunakan kembali tanpa menghikangkan audio originalnya",1,2023-09-29 22:51:54
"Mau di updet berapa kali nih?!! Di perbarui bukannya makin bagus malah makin jelek, ga banget!!.. kebanyakan ulasan sama. Gabisa dan gada musiknya, tolong dong kalo masih mau di pake diperbaiki, lama lama makin ga banget ini instagram 🙂",1,2023-09-29 22:48:54
"kenapa akhir ini sering terjadi bug ya? misal ada orang yang ngirim permintaan pesan ke kita tapi nda masuk ke daftar permintaan pesan di akun kita? kan jadi susah mau ngereplay SG orang yang nge tag kita, tolong segera di baikin ya",1,2023-09-29 22:38:04
"Dear instagram, tolong untuk masalah bug pada effek instagram tolong diperbaiki, ini terjadi di beberapa versi android aja contoh saya di color os7, tolong segera diperbaiki bug kamera,filter effek nya, sering kali effek yang dipakai sekarang ini terlihat buram dan tidak menempel lada wajah, padahal sebelumnya normal normal aja, makasih tolong feedback nya ya 🙏",1,2023-09-29 22:34:36
"Tolong dong kok bsa akun sya ngk bisa muncul musik di ig story dan pncariannya, yg mncul hanya musik yg bahkan tidak stupun saya tahu. Ini sdh lebih dari seminggu tpi msih tdk ad prubahan. Sgala cara sdh sya upayakan, sya sdh bbrpa kali mengajukan bantuan dri aplikasinya tpi tdk ad tnggapan sma skali. Sya sdh mnggunakan akun sya dari 2017, ada bnyk kenangan di akun ini. Jujur sya sngat terganggu dgn kendala ini, sya jdi sngat terbatas dlam penggunaannya. Mhon untuk segera di tanggapi🙏🙏🙏🙏",1,2023-09-29 21:49:32
"Makin diupdate makin jelek. Masak ga bisa buat musik story, searching lagu terbaru aja enggak muncul yang muncul malah lagu lama dan ga kenal, aneh ga jelas",1,2023-09-29 20:06:46
"untuk developer tolong diperbaiki bug nya, saya mau upload story tapi loading mulu sampai sekarang, lalu sorotan suka hilang dengan sendirinya, dan arsip juga kadang hilang",2,2023-09-29 20:05:58
"tolong dong ini knp abis foto dari ig ga muncul di galeri, sama kalo bikin sg musik nya jadi ngaco, di update malah makin gaje jir lah fak kata gue teh, mending di perbaiki bug nya.",1,2023-09-29 19:50:18
"Kecewa banget aku, mau posting foto pake musik masak nggak bisa, setiap musik yg aku cari jawaban nya nggak ada kosong, gimana si instagram, kok lama2 dak jelas gini, padahal musik itu penting kalau saya lagi posting foto dan story ig. 🤬🤬",1,2023-09-29 19:04:47
"masih banyak bug, bukannya benerin malah ngurus iklan. bug kalo liat arsip story lama lama suka keluar sendiri, lagu yg post di arsip story jg tbtb ga ada, kek apalah ig ni.",1,2023-09-29 19:01:43
"Ig semakin di update semakin buruk, fitur lagu tidak bisa, fitur reals tidak ada. Yolong di perbaiki !! Sangat mengecewakan, ku kira setelah update jdi lebih baik. Trnyata lebih burukk",1,2023-09-29 18:52:13
"makin kesini makin jelek banget, yang pertama fitur note di akun pertama saya tidak tersedia namun di akun ke dua ada fitur note dan yang kedua fitur musik di akun pertama saya musiknya banyak yang asing bahkan saya mencari lagu dengan menuliskan nama pengarangnya tetap tidak muncul semua padahal penulisan saya sudah benar namun entah kenapa di akun kedua saya tetap bisa, hanya di akun pertama saja yang cacat semua tolong diperbaiki lagi",1,2023-09-29 18:16:37
"Ini diupgrade kenapa jadi jelek sih.. Sumpah mau foto pake efek malah ngeblur parah,, kirain hp saya yang rusak,, pas dicoba di kamera hpnya bagus tapi pas coba di kamera ig ampun ampun deh..tau gitu gak di upgrade .",1,2023-09-29 16:39:43
"Udah sering di perbarui tapi bug musik masih aja belum di fix, masa saya gak bisa cari musik yang familiar dan gak bisa play musik yang orang lain upload di storynya. Tiap mau masukin musik isinya musik gak jelas semua, tiap liat story orang lain ada notif musik ini tidak tersedia. Tolong agar diperhatikan lagi bug nya!!!",1,2023-09-29 16:03:30
"Lah kirain aku aja yg ngerasain. Ternyata hampir semua akun sekrang gak bisa masukin lagu / musik yaa. Dan ngebug parah sih. Sampe kirain hp aku yg rusak, app nya jg sy re-install dan masih tetap sama (jeleknya).",2,2023-09-29 15:46:46
"Serius kecewa banget sama Instagram, udah beberapa kali update dengan hp yang berbeda tetap sama, setiap bikin story tidak bisa menggunakan music, selalu saja music tak tersedia..tolong dong diperbaiki!!! Atau saya uninstall aja diapk...lama² bikin emosi aja.",1,2023-09-29 15:21:53
"Kenapa tidak bisa hilang profil Facebook di bio Instagram, padahal udah dipisah tetep disitu, setting tautan masih ada satu pas di klik tidak ada tautan. Mohon diperbaiki",3,2023-09-29 14:35:19
"Pliss yaa kenapa akun utamaku gabisa buat search musik, malah banyaknya musik jadul, kalau buka story orang pun pasti tulisannya ""lagu ini sekarang tidak tersedia"" mana sekarang bug gabisa buat liat story orang jadi blank putih. Mohon untuk segera perbaiki bug di Instagram saya. Jadi gak nyaman pakai Instagram sekarang",1,2023-09-29 14:13:44
"ini Instagram kenapa sih kok hp ku gabisa make filter perasaan hp temenku yang tipe nya dibawah hp ku bisa make filter ig kok punyaku gabisa ya, tolong Instagram segera diperbaiki, untuk pengguna yang aktif di Instagram dan sangat mengandalkan filter ig saya sangat dirugikan atas kejadian ini",1,2023-09-29 13:30:08
"Sekarang lagu lagu Indonesia tidak tersedia lagi di Instagram.. hanya tersedia lagu barat yg kurang familiar di telinga. Sdh beberapa kali di laporin di pengaturan Instagram, tapi tdk ada perubahan. Mohon segera di perbaiki!!",1,2023-09-29 13:08:28
"Sy udah uninstal IG biar bisa ada musik nya lagi, dan ga jadul kek dulu tp knp masih sama setelah sy instal ulang?? Tolong segera di perbaiki !! Berasa pake aplikasi instagram jadul !",1,2023-09-29 10:56:37
"Kecewa dengan IG sekarang ,masak mau nulis komentar garis hurufnya sejajar terus tidak rata bawah. Masih bagusan seperti yang dulu nulisnya enak ada rata bawahnya, kini di update Malah downgrade. Kalo kita salah nulis sangat membuat ribet. Tidak bisa dikoreksi. Harusnya Ig paham dengan masalah ini. Tolong diperbaiki lagi.",4,2023-09-29 09:19:09
"Aku sedikit kecewa, akhir² ini isi konten di reels tidak seperti yang saya harapkan, yang sebelumnya video meme dari luar negeri dan random serta video mobil dan motor dari luar negeri pun tergantung dengan video lokal yang sangat bukan minat saya, aku berharap ini segera di kembalikan sesuai minat saya dalam reels. Aku akan memberi bintang 5 lagi jika sudah kembali sesuai dengan minat saya",1,2023-09-29 09:04:10
"Update ig malah foto dan video lama untuk disimpan ke galeri, biasanya langsung cepat tersimpan di galeri, mohon pihak instagram untuk memperbaiki bug tersebut. Terimakasih",2,2023-09-29 07:48:40
"Isi konten reels sekarang kebanyakan kurang berkualitas, padahal konten yang menurut saya kurang berkualitas sudah saya kasih ""TIDAK TERTARIK"" tapi muncul terus. Saya sengaja menyukai dan menonton berulang konten yang menurut saya berkualitas agar reels konten yang serupa atau berkualitas muncul, tapi akhir2 ini malah sebaliknya. Saya harap keluhan saya didengar, terimakasih.",1,2023-09-29 07:41:37
"Dulu sebelum update seperti ini filter nya bisa digunakan tapi setelah di update kenapa filter nya tidak bisa malah yang ada jadi blur dimuka ,emang filter lainnya masih bisa tapi saya coba filter yang disampingnya itu tidak bisa dan saya coba apa kamera saya yang bermasalah ternyata yg bermasalah itu kamera ig nya saja,saya sangat kecewa",1,2023-09-29 06:15:44
